Name,Tags,Live End Date,Github,Hidden,Id,Short Description,Live Start Date,Status,Website,Live Date Range
Illustra­ted Window,"flask, python","August 1, 2022",https://github.com/thalida/thalida.com/tree/v-2018-2,No,bb7bf01616314ebcbfaa7f241a950bde,Introducing the illustrated live-weather window.,"August 1, 2018",Archived,https://2018-2.v.thalida.com,Aug 2018-Aug 2022
