Name,Tags,Live End Date,Github,Hidden,Id,Short Description,Live Start Date,Status,Website,Live Date Range
Super Window,"notion, super, svelte, vercel",,https://github.com/thalida/thalida.com,Yes,cc9fe00ac43d48aeb4621ffb3eb99527,A Notion-backed site,"August 1, 2022",Live,https://thalida.com,Aug 2022-Now
