Name,Tags,Live End Date,Github,Hidden,Id,Short Description,Live Start Date,Status,Website,Live Date Range
Flat Cards,php,"March 1, 2013",https://github.com/thalida/thalida.com/tree/v-2013-1,No,3e295c92fcd0402dbee1d35bff5cb07a,"A short lived version of my site that featured flat cards, because that's all the rage","January 1, 2013",Archived,https://2013-1.v.thalida.com,Jan 2013-Mar 2013
