Name,Tags,Live End Date,Github,Hidden,Id,Short Description,Live Start Date,Status,Website,Live Date Range
Color Split,angular,"March 1, 2017",https://github.com/thalida/thalida.com/tree/v-2016,No,845cf31e264142cbb1c6977f9aa83a1d,Split-screen v1: A split screen design with a live gradient,"August 1, 2016",Archived,https://2016.v.thalida.com,Aug 2016-Mar 2017
