Name,Tags,Live End Date,Github,Hidden,Id,Short Description,Live Start Date,Status,Website,Live Date Range
Magic Floating Card,"coffeescript, gulp","August 1, 2016",https://github.com/thalida/thalida.com/tree/v-2015,No,5a1df33353864c38a5dadaf39f7c39a7,A floating card (that flips over) with live time data,"January 1, 2015",Archived,https://2015.v.thalida.com,Jan 2015-Aug 2016
