Name,Tags,Live End Date,Github,Hidden,Id,Short Description,Live Start Date,Status,Website,Live Date Range
Brown & Mini­mal,php,"January 1, 2013",https://github.com/thalida/thalida.com/tree/v-2012,No,95b82d566ae341bfa59c31bb60172f5a,Oh so very very sepia,"January 1, 2012",Archived,https://2012.v.thalida.com,Jan 2012-Jan 2013
