Name,Tags,Live End Date,Github,Hidden,Id,Short Description,Live Start Date,Status,Website,Live Date Range
Space Calendar,vue,"August 1, 2018",https://github.com/thalida/thalida.com/tree/v-2018-1,No,825ae7255e084572a394ebe10de09b5e,Split-screen v3.1 this time featuring a space scene calendar,"January 1, 2018",Archived,https://2018-1.v.thalida.com,Jan 2018-Aug 2018
