Name,Tags,Live End Date,Github,Hidden,Id,Short Description,Live Start Date,Status,Website,Live Date Range
Lowpoly Space,vue,"December 1, 2017",https://github.com/thalida/thalida.com/tree/v-2017-1,No,83fba1fd1f2544fba7d747cd279e81e7,Split-screen v2: Re-using the lowpoly space scene an earlier version,"March 1, 2017",Archived,https://2017-1.v.thalida.com,Mar 2017-Dec 2017
