Name,Tags,Live End Date,Github,Hidden,Id,Short Description,Live Start Date,Status,Website,Live Date Range
Full­screen Low­poly,php,"January 1, 2015",https://github.com/thalida/thalida.com/tree/v-2014,No,4f9eddf446cb4d46bbbe5bf85cad60ab,A fullscreen lowpoly live space scene,"January 1, 2014",Abandoned,https://2014.v.thalida.com,Jan 2014-Jan 2015
