Name,Tags,Live End Date,Github,Hidden,Id,Short Description,Live Start Date,Status,Website,Live Date Range
Shape Clock,vue,"January 1, 2018",https://github.com/thalida/thalida.com/tree/v-2017-2,No,4afb7485cd1b451c9daa031b8d2e8d97,Split-screen v3: Attempting to feature a very-odd-looking shape,"December 1, 2017",Abandoned,https://2017-2.v.thalida.com,Dec 2017-Jan 2018
